customer_id,risk_segment,churn_probability,likely_drivers,recommended_action,retention_priority
5313-FPXWG,low,0.028200000524520874,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
0067-DKWBL,medium,0.6704999804496765,"usage, support_tickets, payments","Send targeted intervention before renewal risk increases. Suggested playbook: Offer onboarding, usage review, or workflow training to improve product adoption.",2
0946-FKYTX,low,0.059300001710653305,"usage, support_tickets",Monitor monthly and reinforce the strongest positive behavior: usage.,3
5076-YVXCM,low,0.2985999882221222,support_tickets,Monitor monthly and reinforce the strongest positive behavior: support_tickets.,3
8262-COGGB,medium,0.4253000020980835,"usage, payments","Send targeted intervention before renewal risk increases. Suggested playbook: Offer onboarding, usage review, or workflow training to improve product adoption.",2
6663-JOCQO,low,0.09319999814033508,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
9620-QJREV,low,0.02630000002682209,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
2276-YDAVZ,medium,0.6092000007629395,"support_tickets, payments",Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
2682-KEVRP,low,0.05779999867081642,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
2480-JZOSN,medium,0.4284999966621399,"usage, payments","Send targeted intervention before renewal risk increases. Suggested playbook: Offer onboarding, usage review, or workflow training to improve product adoption.",2
0078-XZMHT,low,0.013399999588727951,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
5896-NPFWW,medium,0.5335999727249146,"usage, support_tickets, payments","Send targeted intervention before renewal risk increases. Suggested playbook: Offer onboarding, usage review, or workflow training to improve product adoption.",2
9978-HYCIN,low,0.16750000417232513,support_tickets,Monitor monthly and reinforce the strongest positive behavior: support_tickets.,3
8338-QIUNR,low,0.008299999870359898,usage,Monitor monthly and reinforce the strongest positive behavior: usage.,3
1525-LNLOJ,low,0.029899999499320984,"usage, support_tickets",Monitor monthly and reinforce the strongest positive behavior: usage.,3
9450-TRJUU,medium,0.4117000102996826,support_tickets,Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
1766-GKNMI,medium,0.5278000235557556,support_tickets,Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
6942-LBFDP,low,0.17350000143051147,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
1456-TWCGB,low,0.32829999923706055,"usage, support_tickets, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
7133-VBDCG,low,0.32030001282691956,support_tickets,Monitor monthly and reinforce the strongest positive behavior: support_tickets.,3
7596-ZYWBB,low,0.01979999989271164,usage,Monitor monthly and reinforce the strongest positive behavior: usage.,3
8329-UTMVM,low,0.3158000111579895,support_tickets,Monitor monthly and reinforce the strongest positive behavior: support_tickets.,3
3014-WJKSM,low,0.2597000002861023,support_tickets,Monitor monthly and reinforce the strongest positive behavior: support_tickets.,3
3347-YJZZE,low,0.1412999927997589,support_tickets,Monitor monthly and reinforce the strongest positive behavior: support_tickets.,3
1029-QFBEN,low,0.28189998865127563,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
7929-DMBCV,low,0.28870001435279846,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
9661-JALZV,low,0.011900000274181366,usage,Monitor monthly and reinforce the strongest positive behavior: usage.,3
5433-KYGHE,medium,0.4032000005245209,payments,"Send targeted intervention before renewal risk increases. Suggested playbook: Review billing friction, failed payments, discounts, or plan-fit issues.",2
4312-KFRXN,low,0.006099999882280827,usage,Monitor monthly and reinforce the strongest positive behavior: usage.,3
5575-TPIZQ,low,0.26440000534057617,support_tickets,Monitor monthly and reinforce the strongest positive behavior: support_tickets.,3
0114-IGABW,low,0.01119999960064888,usage,Monitor monthly and reinforce the strongest positive behavior: usage.,3
9944-AEXBM,medium,0.41780000925064087,support_tickets,Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
1853-ARAAQ,low,0.14880000054836273,"usage, support_tickets, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
6952-OMNWB,low,0.2653999924659729,support_tickets,Monitor monthly and reinforce the strongest positive behavior: support_tickets.,3
4697-LUPSU,low,0.040699999779462814,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
8434-VGEQQ,low,0.010499999858438969,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
4952-YSOGZ,high,0.7563999891281128,"support_tickets, payments",Contact within 48 hours. Primary playbook: Prioritize proactive support outreach and assign a customer success owner.,1
1589-AGTLK,medium,0.5648999810218811,"usage, support_tickets, payments","Send targeted intervention before renewal risk increases. Suggested playbook: Offer onboarding, usage review, or workflow training to improve product adoption.",2
5244-IRFIH,medium,0.5302000045776367,support_tickets,Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
6549-YMFAW,low,0.1754000037908554,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
4950-HKQTE,low,0.01850000023841858,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
6786-OBWQR,high,0.713699996471405,"support_tickets, payments",Contact within 48 hours. Primary playbook: Prioritize proactive support outreach and assign a customer success owner.,1
2684-EIWEO,low,0.23669999837875366,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
2753-JMMCV,low,0.029100000858306885,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
6439-GTPCA,low,0.275299996137619,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
6621-YOBKI,low,0.11569999903440475,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
1216-JWVUX,medium,0.43860000371932983,support_tickets,Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
7564-GHCVB,low,0.01810000091791153,support_tickets,Monitor monthly and reinforce the strongest positive behavior: support_tickets.,3
1173-NOEYG,low,0.2680000066757202,support_tickets,Monitor monthly and reinforce the strongest positive behavior: support_tickets.,3
7595-EHCDL,low,0.12549999356269836,"usage, support_tickets",Monitor monthly and reinforce the strongest positive behavior: usage.,3
6647-ZEDXT,low,0.16339999437332153,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
2521-NPUZR,low,0.04729999974370003,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
1307-TVUFB,low,0.36500000953674316,support_tickets,Monitor monthly and reinforce the strongest positive behavior: support_tickets.,3
7503-MIOGA,low,0.01140000019222498,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
4381-MHQDC,low,0.01679999940097332,usage,Monitor monthly and reinforce the strongest positive behavior: usage.,3
6923-JHPMP,medium,0.5139999985694885,payments,"Send targeted intervention before renewal risk increases. Suggested playbook: Review billing friction, failed payments, discounts, or plan-fit issues.",2
5138-WVKYJ,high,0.7046999931335449,"support_tickets, payments",Contact within 48 hours. Primary playbook: Prioritize proactive support outreach and assign a customer success owner.,1
4018-PPNDW,low,0.009800000116229057,usage,Monitor monthly and reinforce the strongest positive behavior: usage.,3
1635-FJFCC,low,0.37540000677108765,"usage, support_tickets, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
2499-AJYUA,low,0.03759999945759773,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
6919-ELBGL,low,0.02810000069439411,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
3966-HRMZA,medium,0.5133000016212463,"support_tickets, payments",Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
6425-JWTDV,low,0.0066999997943639755,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
8405-IGQFX,low,0.07159999758005142,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
8224-IVVPA,low,0.14900000393390656,"usage, support_tickets",Monitor monthly and reinforce the strongest positive behavior: usage.,3
9477-LGWQI,low,0.03189999982714653,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
1410-RSCMR,low,0.13019999861717224,payments,Monitor monthly and reinforce the strongest positive behavior: payments.,3
3115-CZMZD,low,0.0340999998152256,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
0139-IVFJG,medium,0.6032999753952026,"support_tickets, payments",Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
6683-VLCTZ,high,0.7243000268936157,support_tickets,Contact within 48 hours. Primary playbook: Prioritize proactive support outreach and assign a customer success owner.,1
5730-DBDSI,low,0.013100000098347664,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
0030-FNXPP,low,0.1728000044822693,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
2189-WWOEW,medium,0.5038999915122986,"support_tickets, payments",Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
5684-FJVYR,low,0.014000000432133675,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
4013-GUXND,low,0.28610000014305115,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
1894-IGFSG,medium,0.42640000581741333,support_tickets,Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
7379-POKDZ,medium,0.6464999914169312,"usage, support_tickets, payments","Send targeted intervention before renewal risk increases. Suggested playbook: Offer onboarding, usage review, or workflow training to improve product adoption.",2
1266-NZYUI,low,0.00839999970048666,usage,Monitor monthly and reinforce the strongest positive behavior: usage.,3
7969-FFOWG,low,0.010200000368058681,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
4718-DHSMV,low,0.2395000010728836,"usage, support_tickets, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
5175-WLYXL,medium,0.41350001096725464,support_tickets,Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
7817-OMJNA,low,0.03579999879002571,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
8728-SKJLR,low,0.39559999108314514,support_tickets,Monitor monthly and reinforce the strongest positive behavior: support_tickets.,3
3137-NYQQI,low,0.07880000025033951,"usage, support_tickets, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
7706-DZNKK,low,0.09960000216960907,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
0236-HFWSV,medium,0.6377999782562256,support_tickets,Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
3900-AQPHZ,low,0.3179999887943268,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
5842-POCOP,medium,0.5008999705314636,payments,"Send targeted intervention before renewal risk increases. Suggested playbook: Review billing friction, failed payments, discounts, or plan-fit issues.",2
2037-XJFUP,low,0.2567000091075897,support_tickets,Monitor monthly and reinforce the strongest positive behavior: support_tickets.,3
8823-RLPWL,low,0.033399999141693115,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
9505-SQFSW,medium,0.43619999289512634,"usage, support_tickets, payments","Send targeted intervention before renewal risk increases. Suggested playbook: Offer onboarding, usage review, or workflow training to improve product adoption.",2
7314-OXENN,high,0.7526999711990356,"support_tickets, payments",Contact within 48 hours. Primary playbook: Prioritize proactive support outreach and assign a customer success owner.,1
3758-CKOQL,low,0.20399999618530273,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
0322-CHQRU,medium,0.5231000185012817,"usage, support_tickets, payments","Send targeted intervention before renewal risk increases. Suggested playbook: Offer onboarding, usage review, or workflow training to improve product adoption.",2
5676-CFLYY,low,0.032999999821186066,support_tickets,Monitor monthly and reinforce the strongest positive behavior: support_tickets.,3
7521-AFHAB,low,0.30979999899864197,"usage, support_tickets, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
0285-INHLN,low,0.15790000557899475,"usage, support_tickets",Monitor monthly and reinforce the strongest positive behavior: usage.,3
4678-DVQEO,medium,0.6669999957084656,"usage, support_tickets, payments","Send targeted intervention before renewal risk increases. Suggested playbook: Offer onboarding, usage review, or workflow training to improve product adoption.",2
5125-CNDSP,low,0.05920000001788139,usage,Monitor monthly and reinforce the strongest positive behavior: usage.,3
0691-IFBQW,low,0.2903999984264374,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
4992-LTJNE,low,0.014800000004470348,"usage, support_tickets",Monitor monthly and reinforce the strongest positive behavior: usage.,3
2202-OUTMO,low,0.11379999667406082,usage,Monitor monthly and reinforce the strongest positive behavior: usage.,3
0810-BDHAW,low,0.1014999970793724,support_tickets,Monitor monthly and reinforce the strongest positive behavior: support_tickets.,3
0229-LFJAF,low,0.00839999970048666,usage,Monitor monthly and reinforce the strongest positive behavior: usage.,3
7131-ZQZNK,low,0.01549999974668026,usage,Monitor monthly and reinforce the strongest positive behavior: usage.,3
3442-ZHHCC,low,0.06469999998807907,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
5726-CVNYA,low,0.019899999722838402,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
9871-ELEYA,low,0.02280000038444996,usage,Monitor monthly and reinforce the strongest positive behavior: usage.,3
4257-GAESD,low,0.26089999079704285,"usage, support_tickets, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
5173-WXOQV,medium,0.40799999237060547,"usage, support_tickets, payments","Send targeted intervention before renewal risk increases. Suggested playbook: Offer onboarding, usage review, or workflow training to improve product adoption.",2
2040-OBMLJ,low,0.09969999641180038,support_tickets,Monitor monthly and reinforce the strongest positive behavior: support_tickets.,3
6286-ZHAOK,low,0.09910000115633011,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
3807-XHCJH,low,0.3294999897480011,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
3009-JWMPU,low,0.20759999752044678,support_tickets,Monitor monthly and reinforce the strongest positive behavior: support_tickets.,3
5671-RQRLP,low,0.11710000038146973,support_tickets,Monitor monthly and reinforce the strongest positive behavior: support_tickets.,3
1450-GALXR,high,0.8357999920845032,"support_tickets, payments",Contact within 48 hours. Primary playbook: Prioritize proactive support outreach and assign a customer success owner.,1
8859-AXJZP,low,0.01269999984651804,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
3174-AKMAS,low,0.043299999088048935,"usage, support_tickets",Monitor monthly and reinforce the strongest positive behavior: usage.,3
3138-BKYAV,high,0.7567999958992004,"support_tickets, payments",Contact within 48 hours. Primary playbook: Prioritize proactive support outreach and assign a customer success owner.,1
9926-PJHDQ,low,0.023499999195337296,support_tickets,Monitor monthly and reinforce the strongest positive behavior: support_tickets.,3
7382-DFJTU,low,0.14900000393390656,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
2798-NYLMZ,low,0.08070000261068344,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
4289-DTDKW,medium,0.6154000163078308,support_tickets,Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
1820-TQVEV,high,0.8385999798774719,"usage, support_tickets, payments","Contact within 48 hours. Primary playbook: Offer onboarding, usage review, or workflow training to improve product adoption.",1
2239-JALAW,low,0.250900000333786,support_tickets,Monitor monthly and reinforce the strongest positive behavior: support_tickets.,3
4853-RULSV,low,0.14059999585151672,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
8098-TDCBU,low,0.021299999207258224,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
3551-GAEGL,low,0.06920000165700912,"usage, support_tickets, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
4785-NKHCX,low,0.17339999973773956,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
3196-NVXLZ,medium,0.4171000123023987,support_tickets,Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
6275-YDUVO,medium,0.6601999998092651,"support_tickets, payments",Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
0036-IHMOT,low,0.24250000715255737,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
0115-TFERT,medium,0.6018999814987183,"plan, support_tickets",Send targeted intervention before renewal risk increases. Suggested playbook: Review whether this plan tier matches the customer's actual usage pattern.,2
4178-EGMON,low,0.03449999913573265,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
4220-TINQT,low,0.37380000948905945,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
5318-YKDPV,low,0.023600000888109207,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
7975-TZMLR,low,0.3199999928474426,support_tickets,Monitor monthly and reinforce the strongest positive behavior: support_tickets.,3
0295-QVKPB,low,0.19339999556541443,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
4335-BSMJS,low,0.012400000356137753,usage,Monitor monthly and reinforce the strongest positive behavior: usage.,3
2311-QYMUQ,medium,0.4018000066280365,support_tickets,Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
3643-AHCFP,high,0.7792999744415283,"support_tickets, payments",Contact within 48 hours. Primary playbook: Prioritize proactive support outreach and assign a customer success owner.,1
9146-JRIOX,low,0.08470000326633453,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
3104-OWCGK,low,0.08569999784231186,support_tickets,Monitor monthly and reinforce the strongest positive behavior: support_tickets.,3
5337-IIWKZ,low,0.1632000058889389,usage,Monitor monthly and reinforce the strongest positive behavior: usage.,3
9101-BWFSS,low,0.19099999964237213,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
9650-VBUOG,low,0.014999999664723873,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
3487-EARAT,low,0.04520000144839287,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
2672-TGEFF,medium,0.45910000801086426,support_tickets,Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
9231-ZJYAM,high,0.7427999973297119,"support_tickets, payments",Contact within 48 hours. Primary playbook: Prioritize proactive support outreach and assign a customer success owner.,1
4250-WAROZ,low,0.29829999804496765,support_tickets,Monitor monthly and reinforce the strongest positive behavior: support_tickets.,3
8184-WMOFI,low,0.03689999878406525,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
6982-SSHFK,medium,0.525600016117096,"usage, support_tickets, payments","Send targeted intervention before renewal risk increases. Suggested playbook: Offer onboarding, usage review, or workflow training to improve product adoption.",2
6092-QZVPP,low,0.13030000030994415,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
4625-LAMOB,low,0.012500000186264515,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
0727-BMPLR,low,0.28790000081062317,support_tickets,Monitor monthly and reinforce the strongest positive behavior: support_tickets.,3
0392-BZIUW,low,0.044199999421834946,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
1038-ZAGBI,low,0.043299999088048935,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
6549-NNDYT,low,0.22630000114440918,"usage, support_tickets, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
3027-ZTDHO,high,0.8683000206947327,"support_tickets, payments",Contact within 48 hours. Primary playbook: Prioritize proactive support outreach and assign a customer success owner.,1
0422-OHQHQ,low,0.03440000116825104,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
6916-HIJSE,low,0.020600000396370888,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
2316-ESMLS,low,0.06419999897480011,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
9778-OGKQZ,low,0.009100000374019146,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
7408-OFWXJ,low,0.009700000286102295,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
6007-TCTST,low,0.026599999517202377,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
2252-NKNSI,low,0.02630000002682209,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
8713-IGZSO,low,0.17219999432563782,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
7905-TVXTA,low,0.25839999318122864,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
7695-PKLCZ,low,0.01080000028014183,usage,Monitor monthly and reinforce the strongest positive behavior: usage.,3
2382-BCKQJ,low,0.2492000013589859,support_tickets,Monitor monthly and reinforce the strongest positive behavior: support_tickets.,3
8374-UULRV,low,0.009999999776482582,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
2207-NHRJK,medium,0.6353999972343445,"usage, support_tickets, payments","Send targeted intervention before renewal risk increases. Suggested playbook: Offer onboarding, usage review, or workflow training to improve product adoption.",2
3224-DFQNQ,low,0.07800000160932541,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
5275-PMFUT,low,0.00800000037997961,usage,Monitor monthly and reinforce the strongest positive behavior: usage.,3
4795-UXVCJ,low,0.027400000020861626,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
9777-IQHWP,low,0.020500000566244125,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
0947-MUGVO,medium,0.49790000915527344,support_tickets,Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
9944-HKVVB,high,0.781000018119812,"support_tickets, payments",Contact within 48 hours. Primary playbook: Prioritize proactive support outreach and assign a customer success owner.,1
4124-MMETB,medium,0.5256999731063843,support_tickets,Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
3671-SHRSP,medium,0.4560000002384186,payments,"Send targeted intervention before renewal risk increases. Suggested playbook: Review billing friction, failed payments, discounts, or plan-fit issues.",2
0979-MOZQI,low,0.03790000081062317,"usage, support_tickets",Monitor monthly and reinforce the strongest positive behavior: usage.,3
2732-ISEZX,low,0.1324000060558319,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
3313-QKNKB,low,0.11749999970197678,support_tickets,Monitor monthly and reinforce the strongest positive behavior: support_tickets.,3
0323-XWWTN,low,0.019899999722838402,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
1937-OTUKY,low,0.015399999916553497,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
1573-LGXBA,low,0.15680000185966492,support_tickets,Monitor monthly and reinforce the strongest positive behavior: support_tickets.,3
1764-VUUMT,low,0.010499999858438969,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
5073-WXOYN,low,0.25130000710487366,"usage, support_tickets",Monitor monthly and reinforce the strongest positive behavior: usage.,3
4713-ZBURT,low,0.06040000170469284,support_tickets,Monitor monthly and reinforce the strongest positive behavior: support_tickets.,3
3050-GBUSH,medium,0.4659000039100647,"usage, support_tickets, payments","Send targeted intervention before renewal risk increases. Suggested playbook: Offer onboarding, usage review, or workflow training to improve product adoption.",2
0207-MDKNV,medium,0.4580000042915344,"plan, support_tickets",Send targeted intervention before renewal risk increases. Suggested playbook: Review whether this plan tier matches the customer's actual usage pattern.,2
7876-AEHIG,low,0.04490000009536743,usage,Monitor monthly and reinforce the strongest positive behavior: usage.,3
7945-HLKEA,low,0.040800001472234726,usage,Monitor monthly and reinforce the strongest positive behavior: usage.,3
9342-VNIMQ,low,0.1793999969959259,"usage, support_tickets",Monitor monthly and reinforce the strongest positive behavior: usage.,3
9851-KIELU,medium,0.5859000086784363,payments,"Send targeted intervention before renewal risk increases. Suggested playbook: Review billing friction, failed payments, discounts, or plan-fit issues.",2
3523-BRGUW,low,0.01510000042617321,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
3908-BLSYF,medium,0.5608999729156494,"support_tickets, payments",Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
3199-NPKCN,low,0.2101999968290329,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
5170-PTRKA,low,0.05510000139474869,usage,Monitor monthly and reinforce the strongest positive behavior: usage.,3
4661-NJEUX,medium,0.4959999918937683,"usage, payments","Send targeted intervention before renewal risk increases. Suggested playbook: Offer onboarding, usage review, or workflow training to improve product adoption.",2
2123-AGEEN,high,0.7045999765396118,"support_tickets, payments",Contact within 48 hours. Primary playbook: Prioritize proactive support outreach and assign a customer success owner.,1
1258-YMZNM,low,0.2752000093460083,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
0048-LUMLS,low,0.12200000137090683,support_tickets,Monitor monthly and reinforce the strongest positive behavior: support_tickets.,3
7549-MYGPK,low,0.3959999978542328,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
5898-IGSLP,low,0.22429999709129333,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
3804-RVTGV,medium,0.40610000491142273,support_tickets,Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
6259-WJQLC,low,0.34299999475479126,support_tickets,Monitor monthly and reinforce the strongest positive behavior: support_tickets.,3
9227-LUNBG,medium,0.5752000212669373,"usage, support_tickets, payments","Send targeted intervention before renewal risk increases. Suggested playbook: Offer onboarding, usage review, or workflow training to improve product adoption.",2
7997-EASSD,low,0.08789999783039093,support_tickets,Monitor monthly and reinforce the strongest positive behavior: support_tickets.,3
0730-KOAVE,low,0.33219999074935913,support_tickets,Monitor monthly and reinforce the strongest positive behavior: support_tickets.,3
8975-SKGRX,low,0.039900001138448715,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
0678-RLHVP,low,0.15240000188350677,support_tickets,Monitor monthly and reinforce the strongest positive behavior: support_tickets.,3
4315-MURBD,high,0.7347000241279602,payments,"Contact within 48 hours. Primary playbook: Review billing friction, failed payments, discounts, or plan-fit issues.",1
2267-FPIMA,low,0.28130000829696655,support_tickets,Monitor monthly and reinforce the strongest positive behavior: support_tickets.,3
1051-GEJLJ,low,0.10869999974966049,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
9734-YWGEX,medium,0.6876999735832214,"support_tickets, payments",Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
2719-BDAQO,medium,0.4027999937534332,support_tickets,Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
5285-MVEHD,low,0.23639999330043793,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
0379-DJQHR,low,0.02500000037252903,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
0781-LKXBR,high,0.8284000158309937,"support_tickets, payments",Contact within 48 hours. Primary playbook: Prioritize proactive support outreach and assign a customer success owner.,1
5543-QDCRY,medium,0.439300000667572,"usage, support_tickets, payments","Send targeted intervention before renewal risk increases. Suggested playbook: Offer onboarding, usage review, or workflow training to improve product adoption.",2
0297-RBCSG,low,0.11959999799728394,"usage, support_tickets, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
4694-PHWFW,low,0.10589999705553055,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
