customer_id,plan,internet_service,payment_method,usage,payments,support_tickets,months_active,paperless_billing,senior_citizen,churned
6807-SIWJI,One year,Fiber optic,Electronic check,104.8500,3887.2500,2,38,1,0,0
8221-HVAYI,Two year,DSL,Credit card (automatic),69.1500,2490.1500,0,35,1,0,0
1579-KLYDT,Month-to-month,Fiber optic,Electronic check,90.4500,593.4500,2,7,1,0,1
5232-NXPAY,Two year,DSL,Mailed check,74.4500,3510.3000,1,47,0,0,0
8967-SZQAS,Month-to-month,DSL,Electronic check,50.4500,765.4500,3,14,0,0,0
4468-KAZHE,Month-to-month,DSL,Electronic check,60.0000,1259.3500,3,20,1,1,0
0455-ENTCR,Two year,DSL,Electronic check,85.2500,5538.3500,1,66,0,0,0
8944-AILEF,Month-to-month,No,Credit card (automatic),19.4500,340.8500,0,15,1,0,0
5542-NKVRU,Two year,No,Bank transfer (automatic),20.7500,844.4500,0,42,1,0,0
7126-RBHSD,Month-to-month,Fiber optic,Electronic check,78.9000,1348.9500,2,17,0,0,0
5370-IIVVL,One year,Fiber optic,Credit card (automatic),104.5000,3778.0000,2,37,1,0,0
6789-HJBWG,Month-to-month,DSL,Electronic check,49.4000,611.6500,3,12,1,0,0
3927-NLNRY,One year,Fiber optic,Bank transfer (automatic),94.2500,4867.9500,3,53,1,0,1
9087-EYCPR,Two year,No,Mailed check,25.0000,1505.0500,0,60,0,0,0
6791-YBNAK,Month-to-month,DSL,Credit card (automatic),25.5500,467.8500,3,18,0,0,0
6358-LYNGM,Month-to-month,Fiber optic,Electronic check,74.9000,74.9000,3,1,1,0,1
6077-BDPXA,Month-to-month,Fiber optic,Electronic check,70.1500,194.2000,3,3,1,0,0
0013-MHZWF,Month-to-month,DSL,Credit card (automatic),69.4000,571.4500,2,9,1,0,0
5494-HECPR,Month-to-month,Fiber optic,Electronic check,80.2500,80.2500,3,1,1,0,1
8268-YDIXR,One year,Fiber optic,Electronic check,93.1500,5253.9500,1,56,1,0,0
9824-BEMCV,Month-to-month,Fiber optic,Electronic check,69.0000,1149.6500,3,17,1,0,1
1373-ORVIZ,Month-to-month,DSL,Electronic check,66.3500,740.8000,2,11,1,0,1
4291-SHSBH,Month-to-month,Fiber optic,Electronic check,69.5500,521.3500,3,7,1,0,0
6980-IMXXE,Two year,No,Bank transfer (automatic),20.2000,1412.6500,0,69,0,0,0
9866-QEVEE,Month-to-month,Fiber optic,Bank transfer (automatic),86.0000,1532.4500,3,19,1,0,1
9897-KXHCM,Month-to-month,Fiber optic,Electronic check,80.3000,250.0500,3,3,1,0,1
0040-HALCW,Two year,No,Credit card (automatic),20.4000,1090.6000,0,54,0,0,0
0784-GTUUK,One year,No,Credit card (automatic),23.7500,1446.8000,0,62,1,0,0
7979-CORPM,Month-to-month,Fiber optic,Credit card (automatic),90.5500,2282.5500,3,24,1,0,1
2294-DMMUS,Month-to-month,DSL,Credit card (automatic),70.4500,4300.4500,3,62,1,0,0
0872-JCPIB,Month-to-month,DSL,Bank transfer (automatic),65.7500,1111.2000,2,17,0,0,0
3055-MJDSB,Month-to-month,DSL,Mailed check,24.6000,190.1000,3,9,1,0,0
9091-WTUUY,Two year,DSL,Mailed check,69.2500,4447.7500,0,64,0,0,0
1618-CFHME,Month-to-month,Fiber optic,Electronic check,75.9000,143.3500,3,2,1,0,1
3165-HDOEW,Month-to-month,DSL,Mailed check,45.8500,45.8500,3,1,1,0,1
6581-NQCBA,Month-to-month,DSL,Electronic check,49.9500,810.2000,2,16,1,0,1
7115-IRDHS,Two year,No,Bank transfer (automatic),24.6500,1830.0500,0,72,0,0,0
8496-DMZUK,One year,Fiber optic,Bank transfer (automatic),90.4000,2820.6500,1,30,0,0,0
2040-VZIKE,Month-to-month,Fiber optic,Mailed check,100.8500,4847.3500,2,49,1,0,0
9068-VPWQQ,Two year,DSL,Credit card (automatic),75.3500,4729.3000,0,61,0,0,0
0178-SZBHO,Month-to-month,Fiber optic,Electronic check,87.2000,4017.4500,3,47,0,0,0
0384-RVBPI,Month-to-month,DSL,Credit card (automatic),64.4000,1398.6000,1,20,0,0,0
1689-MRZQR,Month-to-month,Fiber optic,Electronic check,78.3000,2564.3000,3,34,0,0,1
1299-AURJA,Two year,No,Bank transfer (automatic),24.7000,1685.9000,0,70,0,0,0
4525-VZCZG,One year,Fiber optic,Electronic check,105.8500,5826.6500,1,54,1,0,0
1543-LLLFT,One year,Fiber optic,Mailed check,98.3000,6066.5500,1,61,1,1,0
5835-BEQEU,Month-to-month,Fiber optic,Electronic check,76.9500,228.4000,3,3,1,0,1
2788-CJQAQ,One year,No,Mailed check,19.4500,270.2000,0,13,0,0,0
5565-FILXA,Month-to-month,Fiber optic,Electronic check,96.1500,1529.2000,3,16,1,1,1
0319-QZTCO,Month-to-month,DSL,Credit card (automatic),58.7000,168.6000,3,3,1,0,0
2120-SMPEX,Month-to-month,No,Mailed check,20.1500,536.3500,0,25,1,0,0
0096-FCPUF,Month-to-month,DSL,Mailed check,64.5000,1888.4500,2,30,1,0,0
0668-OGMHD,Month-to-month,DSL,Electronic check,28.5000,629.3500,2,21,0,0,0
5552-ZNFSJ,Month-to-month,DSL,Electronic check,45.3000,45.3000,3,1,0,0,1
2223-KAGMX,Month-to-month,No,Bank transfer (automatic),19.4000,289.3000,0,15,0,0,1
6507-ZJSUR,Month-to-month,Fiber optic,Electronic check,90.4500,2117.2500,3,23,1,1,0
9408-HRXRK,Month-to-month,Fiber optic,Electronic check,105.1500,4730.9000,2,45,1,0,0
5593-SUAOO,One year,Fiber optic,Bank transfer (automatic),83.1500,2033.0500,2,24,0,0,0
7321-PKUYW,Month-to-month,Fiber optic,Electronic check,90.1500,987.9500,2,11,0,0,1
2833-SLKDQ,Month-to-month,DSL,Mailed check,45.0500,45.0500,3,1,0,0,1
6766-HFKLA,Two year,Fiber optic,Bank transfer (automatic),103.2000,5744.3500,1,56,0,0,0
7595-EUIVN,Month-to-month,Fiber optic,Electronic check,75.8000,75.8000,3,1,0,0,1
7617-EYGLW,Month-to-month,No,Electronic check,19.4500,19.4500,0,1,0,0,0
2026-TGDHM,Month-to-month,Fiber optic,Electronic check,79.3000,523.1500,3,7,1,0,1
9220-ZNKJI,Two year,Fiber optic,Credit card (automatic),88.8000,4805.3000,1,55,0,1,0
4030-VPZBD,Month-to-month,DSL,Electronic check,30.9000,59.0500,2,2,1,0,1
2226-ICFDO,Two year,DSL,Credit card (automatic),85.9000,6110.7500,0,72,1,0,0
0723-VSOBE,One year,DSL,Electronic check,34.2000,1596.6000,3,45,0,1,0
5529-GIBVH,Two year,No,Mailed check,20.1500,1046.2000,0,47,0,0,0
4187-CINZD,One year,Fiber optic,Credit card (automatic),95.2500,4424.2000,3,46,0,1,1
9992-UJOEL,Month-to-month,DSL,Mailed check,50.3000,92.7500,3,2,1,0,0
4741-WWJQZ,Month-to-month,Fiber optic,Electronic check,80.1500,194.5500,1,2,1,0,0
6625-UTXEW,Month-to-month,DSL,Electronic check,51.2500,612.1000,3,12,1,0,0
6818-WOBHJ,Month-to-month,Fiber optic,Bank transfer (automatic),89.6000,6127.6000,3,68,1,1,1
6244-BESBM,Two year,Fiber optic,Credit card (automatic),95.2000,6671.7000,2,69,1,0,0
1004-NOZNR,One year,Fiber optic,Credit card (automatic),94.8000,5264.3000,2,56,0,1,0
1251-STYSZ,Month-to-month,Fiber optic,Electronic check,80.2500,303.7000,2,4,1,1,0
2612-PHGOX,Two year,DSL,Bank transfer (automatic),76.1000,4818.8000,1,64,1,0,0
2408-TZMJL,One year,Fiber optic,Electronic check,110.1500,6448.0500,1,59,1,0,1
8480-PPONV,Two year,Fiber optic,Bank transfer (automatic),115.5500,7159.0500,0,62,0,0,0
8780-IHCRN,Two year,No,Credit card (automatic),24.6500,1574.5000,0,63,0,0,0
4598-ZADCK,One year,DSL,Electronic check,53.6000,2879.2000,0,53,1,0,0
1257-SXUXQ,Month-to-month,No,Mailed check,19.4500,86.0500,0,5,0,0,0
9681-KYGYB,Month-to-month,Fiber optic,Electronic check,88.2000,4159.4500,1,49,1,1,0
7182-OVLBJ,Two year,Fiber optic,Bank transfer (automatic),101.1500,6638.3500,2,62,1,0,0
5095-ETBRJ,Two year,DSL,Mailed check,56.8000,3112.0500,1,55,0,0,0
7005-CYUIL,Two year,Fiber optic,Electronic check,99.4000,7168.2500,0,71,1,1,0
4821-WQOYN,Two year,No,Credit card (automatic),20.1000,1326.2500,0,72,1,0,0
4730-AWNAU,One year,DSL,Credit card (automatic),60.7000,2234.5500,0,36,0,0,0
3452-FLHYD,One year,No,Bank transfer (automatic),20.9500,495.1500,0,25,1,0,0
2388-LAESQ,Two year,Fiber optic,Bank transfer (automatic),114.8500,8317.9500,0,72,1,1,0
9531-NSBMR,One year,No,Bank transfer (automatic),19.2500,679.8000,0,36,1,0,0
6260-ONULR,Month-to-month,DSL,Mailed check,62.8000,62.8000,3,1,1,0,0
4389-UEFCZ,Two year,Fiber optic,Electronic check,105.5000,7544.0000,1,72,1,0,0
8711-LOBKY,Two year,No,Mailed check,19.8500,1188.2500,0,59,0,0,0
9134-CEQMF,Month-to-month,Fiber optic,Electronic check,89.5000,676.7000,3,7,1,1,1
8985-OOPOS,One year,DSL,Credit card (automatic),74.1000,74.1000,1,1,0,0,0
8800-ZKRFW,Month-to-month,Fiber optic,Electronic check,107.5000,3242.5000,1,30,1,0,0
2616-FLVQC,Two year,No,Mailed check,19.5500,1240.1500,0,64,0,0,0
9968-FFVVH,One year,DSL,Bank transfer (automatic),68.8000,4111.3500,0,63,0,0,0
3108-PCCGG,Two year,DSL,Credit card (automatic),84.4500,5899.8500,1,72,0,1,0
7993-PYKOF,Month-to-month,Fiber optic,Electronic check,75.0000,632.9500,2,8,0,0,1
8390-FESFV,Two year,DSL,Bank transfer (automatic),84.5000,5193.2000,1,62,0,0,0
3022-BEXHZ,Two year,Fiber optic,Bank transfer (automatic),111.2000,7530.8000,1,67,1,0,0
5027-XWQHA,Month-to-month,DSL,Electronic check,44.7500,270.9500,3,6,0,0,1
6248-TKCQV,Two year,DSL,Bank transfer (automatic),80.6000,5460.2000,1,70,1,0,0
6729-GDNGC,Month-to-month,Fiber optic,Bank transfer (automatic),80.7000,1614.2000,3,20,0,1,0
6198-ZFIOJ,Month-to-month,Fiber optic,Electronic check,75.6000,402.5000,3,5,0,0,0
5989-OMNJE,One year,DSL,Electronic check,57.6000,1367.7500,1,24,0,0,0
4566-QVRRW,Month-to-month,DSL,Electronic check,44.0500,483.7000,3,11,1,0,1
1291-CUOCY,Two year,Fiber optic,Credit card (automatic),110.6000,7962.2000,1,72,1,0,0
9795-SHUHB,Two year,DSL,Credit card (automatic),58.2000,3810.8000,1,66,1,0,0
3230-IUALN,Two year,DSL,Mailed check,81.0000,3533.6000,0,45,1,0,0
0042-RLHYP,Two year,No,Bank transfer (automatic),19.7000,1396.9000,0,69,0,0,0
8519-IMDHU,Month-to-month,Fiber optic,Bank transfer (automatic),85.6000,1345.5500,3,15,1,1,1
4945-RVMTE,Month-to-month,DSL,Bank transfer (automatic),59.5500,1646.4500,2,28,1,0,0
0201-OAMXR,One year,Fiber optic,Credit card (automatic),115.5500,8127.6000,0,70,0,0,1
1866-NXPSP,One year,DSL,Mailed check,75.5500,2680.1500,0,36,1,0,0
3372-KWFBM,Month-to-month,Fiber optic,Electronic check,86.6000,1281.0000,3,16,1,1,1
7831-QGOXH,Month-to-month,Fiber optic,Electronic check,85.2000,1553.9000,3,18,1,0,1
6393-WRYZE,Month-to-month,Fiber optic,Electronic check,97.6500,3207.5500,3,34,1,0,1
3941-XTSKM,One year,DSL,Credit card (automatic),45.1000,2049.0500,2,42,1,0,0
1661-CZBAU,One year,DSL,Bank transfer (automatic),70.9500,3629.2000,1,48,1,0,0
6599-RCLCJ,Month-to-month,Fiber optic,Electronic check,109.5500,5124.5500,1,47,1,0,1
9831-BPFRI,One year,Fiber optic,Electronic check,89.5500,3474.4500,1,39,1,0,1
5158-RIVOP,Two year,No,Credit card (automatic),20.9000,202.3000,0,11,0,0,0
9788-YTFGE,Month-to-month,No,Mailed check,19.9500,147.5000,0,7,1,0,0
9277-JOOMO,Month-to-month,No,Mailed check,24.6000,86.3500,0,3,0,0,0
1907-YLNYW,Month-to-month,DSL,Electronic check,66.7000,579.0000,1,8,1,0,0
1725-MIMXW,Month-to-month,No,Mailed check,19.4500,19.4500,0,1,1,0,1
8947-YRTDV,One year,Fiber optic,Mailed check,94.8000,3131.5500,1,32,0,0,0
3161-ONRWK,One year,DSL,Bank transfer (automatic),65.8500,3928.3000,0,60,1,0,0
0114-RSRRW,Month-to-month,No,Bank transfer (automatic),19.9500,187.7500,0,10,1,0,0
4565-NLZBV,Two year,No,Bank transfer (automatic),24.6500,1710.1500,0,71,1,0,0
0031-PVLZI,Month-to-month,No,Mailed check,20.3500,76.3500,0,4,0,0,1
7206-GZCDC,Month-to-month,Fiber optic,Electronic check,69.2500,69.2500,3,1,1,1,1
6682-VCIXC,One year,DSL,Bank transfer (automatic),51.2500,2151.6000,1,43,1,0,0
4791-QRGMF,One year,Fiber optic,Bank transfer (automatic),99.5000,5961.1000,2,59,1,0,1
6475-VHUIZ,Month-to-month,DSL,Electronic check,54.2500,1221.5500,1,23,0,0,0
3910-MRQOY,Two year,No,Bank transfer (automatic),19.4000,1496.4500,0,72,0,0,0
0661-WCQNQ,One year,DSL,Credit card (automatic),56.2500,1292.2000,1,22,1,0,0
7537-RBWEA,Month-to-month,DSL,Mailed check,25.1500,25.1500,3,1,1,0,0
4656-CAURT,Two year,No,Bank transfer (automatic),23.9500,1713.1000,0,69,0,0,0
0121-SNYRK,One year,DSL,Mailed check,35.4000,1748.9000,1,50,1,0,0
1768-ZAIFU,Month-to-month,DSL,Electronic check,25.2000,25.2000,3,1,1,1,1
4671-LXRDQ,Month-to-month,DSL,Mailed check,45.0000,96.4500,3,2,1,0,1
3733-LSYCE,Month-to-month,Fiber optic,Bank transfer (automatic),75.3500,1114.5500,3,15,0,0,0
6265-FRMTQ,Two year,No,Bank transfer (automatic),20.4000,609.1000,0,31,0,0,0
1934-SJVJK,Month-to-month,No,Mailed check,20.1500,20.1500,0,1,0,0,1
3838-OZURD,Month-to-month,Fiber optic,Credit card (automatic),105.0000,7133.2500,2,66,1,0,1
1371-DWPAZ,Two year,DSL,Credit card (automatic),56.0500,0.0000,0,0,0,0,0
9269-CQOOL,Month-to-month,DSL,Credit card (automatic),54.7000,169.4500,3,3,1,0,1
2017-CCBLH,Two year,No,Mailed check,20.0000,141.6000,0,8,0,0,0
7690-KPNCU,One year,DSL,Credit card (automatic),73.0500,4688.6500,1,64,1,0,0
0536-BGFMZ,Month-to-month,No,Mailed check,20.5000,563.0500,0,28,0,0,0
2293-IJWPS,One year,Fiber optic,Credit card (automatic),100.7500,5985.0000,2,57,1,0,0
2845-HSJCY,Month-to-month,Fiber optic,Electronic check,87.2500,1258.6000,2,14,1,0,1
5469-NUJUR,Two year,No,Mailed check,19.9500,373.5000,0,19,1,0,0
1184-PJVDB,Month-to-month,Fiber optic,Electronic check,79.9500,857.2000,3,10,1,0,1
2625-TRCZQ,Month-to-month,DSL,Electronic check,49.6500,2553.3500,3,51,1,0,0
4102-HLENU,Two year,DSL,Mailed check,65.6500,4322.8500,1,67,0,0,0
7266-GSSJX,Month-to-month,No,Electronic check,20.4500,250.8000,0,11,1,0,0
7722-VJRQD,Two year,DSL,Bank transfer (automatic),60.9500,4549.0500,0,72,0,0,0
7073-QETQY,One year,No,Electronic check,20.3500,1359.5000,0,66,1,0,0
9415-DPEWS,Month-to-month,Fiber optic,Electronic check,88.3500,1639.3000,2,18,1,0,1
5624-RYAMH,Month-to-month,No,Electronic check,19.5000,178.8500,0,9,1,0,0
0196-JTUQI,Month-to-month,Fiber optic,Credit card (automatic),75.2000,633.8500,3,9,1,0,0
7130-YXBRO,Month-to-month,Fiber optic,Bank transfer (automatic),111.4500,5315.1000,1,48,1,0,0
9272-LSVYH,Month-to-month,Fiber optic,Mailed check,70.1500,735.5000,3,10,0,0,0
7943-RQCHR,Month-to-month,Fiber optic,Electronic check,94.7500,889.9000,3,9,1,0,1
3793-MMFUH,Month-to-month,Fiber optic,Electronic check,95.0500,1290.0000,3,13,1,1,1
3249-ZPQRG,Month-to-month,Fiber optic,Electronic check,78.4500,330.0500,3,4,0,0,1
2568-BRGYX,Month-to-month,Fiber optic,Electronic check,70.2000,237.9500,3,4,1,0,1
3084-DOWLE,Two year,DSL,Bank transfer (automatic),92.0000,6474.4000,0,72,0,0,0
1084-MNSMJ,Two year,DSL,Credit card (automatic),85.5000,4421.9500,0,51,0,0,0
7721-JXEAW,Month-to-month,DSL,Bank transfer (automatic),41.0500,2452.7000,3,59,1,0,1
7249-WBIYX,Month-to-month,Fiber optic,Electronic check,85.6000,813.8500,3,10,1,0,1
4238-HFHSN,Month-to-month,Fiber optic,Electronic check,82.1500,4904.8500,3,61,1,1,0
6250-CGGUN,One year,Fiber optic,Electronic check,84.4000,4484.0500,0,54,0,0,0
5478-JJVZK,Month-to-month,DSL,Mailed check,60.9000,2033.8500,2,33,1,0,0
7596-IIWYC,Two year,No,Bank transfer (automatic),20.2500,538.2000,0,27,1,0,0
6567-HOOPW,Month-to-month,Fiber optic,Electronic check,79.2000,79.2000,3,1,1,1,1
9793-WECQC,Month-to-month,Fiber optic,Mailed check,95.3000,2192.9000,3,23,0,0,0
4291-HPAXL,Month-to-month,No,Mailed check,19.8500,19.8500,0,1,0,0,0
8999-YPYBV,Two year,DSL,Mailed check,84.3500,3858.0500,0,45,1,0,0
1839-FBNFR,Two year,No,Bank transfer (automatic),19.8500,854.8000,0,39,1,0,0
3164-AALRN,One year,DSL,Mailed check,70.0000,347.4000,2,5,1,0,1
3071-MVJCD,Two year,DSL,Bank transfer (automatic),82.3000,5815.1500,0,72,0,0,0
1697-BCSHV,Month-to-month,DSL,Bank transfer (automatic),66.8000,3970.4000,3,58,1,0,0
0562-KBDVM,Two year,DSL,Bank transfer (automatic),44.6000,3058.1500,0,70,1,0,0
1131-SUEKT,One year,Fiber optic,Bank transfer (automatic),98.4500,6145.2000,2,61,1,0,0
3717-OEAUQ,Month-to-month,Fiber optic,Mailed check,70.7000,129.2000,3,2,0,0,0
4538-WNTMJ,One year,No,Mailed check,24.9500,1165.9000,0,46,0,0,0
3334-CTHOL,Month-to-month,DSL,Bank transfer (automatic),49.9500,49.9500,3,1,1,0,1
4704-ERYFC,Month-to-month,Fiber optic,Electronic check,69.2500,1554.0000,3,22,1,0,1
9432-RUVSL,Two year,Fiber optic,Credit card (automatic),102.5000,4904.2500,0,48,1,0,0
8060-HIWJJ,Two year,DSL,Credit card (automatic),86.5500,5632.5500,1,64,0,0,0
7684-XSZIY,Two year,No,Bank transfer (automatic),24.3000,1643.2500,0,72,0,0,0
9089-UOWJG,Month-to-month,DSL,Credit card (automatic),58.3500,740.5500,2,12,1,0,0
8621-MNIHH,Month-to-month,Fiber optic,Electronic check,94.2500,3217.5500,2,34,1,1,1
8039-ACLPL,Two year,DSL,Credit card (automatic),68.7500,4888.2000,1,72,0,0,0
9885-AIBVB,Month-to-month,Fiber optic,Electronic check,85.8000,2440.2500,2,29,1,0,0
1934-MKPXS,One year,No,Credit card (automatic),20.1000,620.5500,0,33,0,0,0
2592-YKDIF,Month-to-month,No,Mailed check,20.3500,20.3500,0,1,0,0,0
2272-JKMSI,One year,Fiber optic,Electronic check,110.8000,6840.9500,1,62,1,0,0
0471-LVHGK,One year,DSL,Electronic check,73.0000,3001.2000,2,41,1,0,1
9518-RWHZL,One year,Fiber optic,Credit card (automatic),100.0500,6254.2000,2,64,1,0,1
8714-CTZJW,Month-to-month,Fiber optic,Credit card (automatic),82.8500,319.6000,2,4,1,0,0
3569-EDBPQ,Month-to-month,Fiber optic,Electronic check,84.3500,1938.0500,1,24,1,0,0
3131-NWVFJ,One year,No,Mailed check,19.5500,294.5000,0,14,0,0,0
7521-YXVZY,Month-to-month,No,Mailed check,19.9500,58.3000,0,3,0,0,0
5419-CONWX,Month-to-month,Fiber optic,Credit card (automatic),99.8000,442.8500,2,4,1,1,1
6240-EURKS,Month-to-month,DSL,Electronic check,35.0000,553.0000,3,18,1,0,1
2373-NTKOD,Month-to-month,DSL,Electronic check,66.2500,546.4500,3,8,1,0,0
1970-KKFWL,Two year,No,Bank transfer (automatic),23.3000,797.1000,0,35,0,0,0
6960-HVYXR,Month-to-month,Fiber optic,Electronic check,76.0000,76.0000,3,1,0,0,1
9337-SRRNI,Two year,No,Credit card (automatic),25.3000,1673.8000,0,66,1,0,0
0895-UADGO,Two year,DSL,Mailed check,44.5500,343.4500,1,8,1,0,0
5678-VFNEQ,One year,Fiber optic,Credit card (automatic),104.1000,7412.2500,1,71,1,0,0
5977-CKHON,Month-to-month,Fiber optic,Bank transfer (automatic),92.5500,4039.0000,2,43,1,0,0
7024-OHCCK,Month-to-month,Fiber optic,Electronic check,93.8500,170.8500,3,2,1,1,1
2692-BUCFV,Month-to-month,Fiber optic,Bank transfer (automatic),101.4500,2948.6000,2,29,1,1,0
7861-UVUFT,Month-to-month,Fiber optic,Electronic check,84.3000,1308.4000,2,15,1,0,1
1830-GGFNM,Two year,Fiber optic,Credit card (automatic),94.5500,6078.7500,0,65,0,0,0
5302-BDJNT,Month-to-month,Fiber optic,Electronic check,95.5000,3418.2000,1,35,0,0,0
5223-UZAVK,One year,Fiber optic,Credit card (automatic),100.3000,6603.8000,2,64,1,0,0
4859-ZSRDZ,Two year,DSL,Credit card (automatic),55.5000,3166.9000,1,58,1,0,0
5651-WYIPH,Month-to-month,DSL,Credit card (automatic),49.8500,865.7500,3,18,1,1,0
9350-VLHMB,Month-to-month,Fiber optic,Bank transfer (automatic),89.5500,6373.1000,3,67,1,0,0
3498-LZGQZ,Two year,No,Mailed check,19.1500,1177.0500,0,63,1,0,0
8785-CJSHH,Month-to-month,Fiber optic,Electronic check,99.8000,5985.7500,3,60,1,0,0
5357-TZHPP,Month-to-month,Fiber optic,Credit card (automatic),84.4000,732.5000,3,9,1,1,1
3870-SPZSI,Two year,Fiber optic,Credit card (automatic),113.0500,7869.0500,0,70,1,0,0
0680-DFNNY,Month-to-month,Fiber optic,Electronic check,101.1000,1504.0500,2,15,1,0,1
7560-QRBXH,One year,No,Mailed check,19.9500,936.7000,0,48,0,0,0
7077-XJMET,Month-to-month,DSL,Electronic check,74.1500,741.4000,1,12,1,0,0
8752-GHJFU,One year,Fiber optic,Electronic check,92.0000,6585.2000,0,71,1,1,0
6896-SRVYQ,Month-to-month,Fiber optic,Electronic check,73.8500,3122.4000,2,44,0,1,0
7767-UXAGJ,Month-to-month,DSL,Electronic check,50.4500,50.4500,3,1,1,0,1
4652-ODEVH,Two year,No,Mailed check,24.4500,1088.2500,0,45,0,0,0
6510-UPNKS,One year,No,Credit card (automatic),24.8000,615.3500,0,23,0,0,0
6718-BDGHG,One year,DSL,Bank transfer (automatic),64.8500,2908.2000,2,43,1,0,0
9046-DQMTP,Month-to-month,No,Bank transfer (automatic),20.7500,739.9000,0,35,0,0,0
6439-LAJXL,Month-to-month,DSL,Mailed check,68.9500,593.8500,1,9,1,0,0
1571-SAVHK,Month-to-month,Fiber optic,Mailed check,99.9500,1132.7500,2,12,1,0,1
9052-VKDUW,Month-to-month,Fiber optic,Credit card (automatic),109.4000,7227.4500,1,65,1,1,0
9546-CQJSU,Month-to-month,Fiber optic,Electronic check,91.4000,193.6000,2,2,1,0,1
1666-JZPZT,Month-to-month,DSL,Mailed check,49.0000,1291.3500,3,27,0,0,0
5777-KJIRB,One year,DSL,Mailed check,50.2500,2023.5500,2,40,1,0,0
0506-LVNGN,Month-to-month,Fiber optic,Credit card (automatic),75.5500,349.6500,2,5,1,1,1
7677-SJJJK,One year,No,Credit card (automatic),19.9000,153.9500,0,8,0,0,0
2480-EJWYP,One year,Fiber optic,Bank transfer (automatic),97.8000,5458.8000,3,58,1,1,0
3253-HKOKL,One year,Fiber optic,Electronic check,100.3000,5244.4500,1,52,0,0,0
7055-HNEOJ,Month-to-month,DSL,Mailed check,55.8000,154.5500,1,3,1,0,0
5514-YQENT,Two year,Fiber optic,Electronic check,111.1500,4507.1500,0,41,1,0,0
3211-AAPKX,Month-to-month,Fiber optic,Mailed check,98.5500,2031.9500,2,20,1,0,0
8445-DNBAE,Month-to-month,DSL,Electronic check,50.0500,50.0500,3,1,1,0,0
2951-QOQTK,Month-to-month,Fiber optic,Credit card (automatic),80.8000,332.4500,2,4,0,0,1
2958-NHPPS,Month-to-month,No,Electronic check,20.8500,473.9000,0,23,0,0,0
6806-YDEUL,Month-to-month,No,Bank transfer (automatic),19.5000,106.8000,0,6,0,1,0
1735-XMJVH,Month-to-month,No,Mailed check,19.3500,152.6000,0,8,1,0,0
6890-PFRQX,Month-to-month,DSL,Mailed check,69.5000,1199.4000,1,18,0,0,0
0222-CNVPT,Month-to-month,DSL,Credit card (automatic),48.8000,2555.0500,2,52,1,1,0
5899-OUVKV,Month-to-month,Fiber optic,Electronic check,94.5000,2979.2000,3,31,1,0,0
8681-ICONS,Month-to-month,No,Mailed check,20.6500,654.8500,0,29,1,0,0
1621-YNCJH,Two year,Fiber optic,Credit card (automatic),106.0500,3834.4000,0,36,1,0,0
3473-XIIIT,Month-to-month,Fiber optic,Electronic check,100.0000,1534.7500,3,16,1,0,1
6362-QHAFM,One year,Fiber optic,Electronic check,108.3000,4586.1500,1,42,1,0,0
7893-IXHRQ,Month-to-month,No,Electronic check,20.5500,20.5500,0,1,0,0,1
3070-BDOQC,Two year,Fiber optic,Electronic check,99.6500,5941.0500,2,60,1,0,0
2952-QAYZF,Month-to-month,Fiber optic,Electronic check,85.3000,424.1500,2,5,1,0,1
6234-PFPXL,Month-to-month,Fiber optic,Credit card (automatic),95.9000,2234.9500,1,22,0,0,0
9824-QCJPK,One year,No,Mailed check,20.0000,666.7500,0,36,0,0,0
4763-PGDPO,Month-to-month,Fiber optic,Electronic check,70.4000,281.0000,3,4,0,0,1
4283-IVYCI,Month-to-month,DSL,Mailed check,64.9500,547.8000,1,9,0,0,0
1866-OBPNR,Month-to-month,Fiber optic,Credit card (automatic),74.6000,74.6000,3,1,0,0,0
8205-MQUGY,Month-to-month,DSL,Electronic check,49.2000,571.1500,2,12,1,0,0
8970-ANWXO,One year,DSL,Mailed check,73.7500,1756.6000,2,23,1,0,0
9480-BQJEI,One year,Fiber optic,Bank transfer (automatic),92.3000,5731.4500,2,62,1,0,0
5394-SVGJV,Month-to-month,Fiber optic,Bank transfer (automatic),98.8000,3475.5500,2,37,0,0,1
6979-TNDEU,Month-to-month,No,Mailed check,19.2000,156.8500,0,8,0,0,0
9777-WJJPR,Month-to-month,Fiber optic,Credit card (automatic),88.6500,2683.2000,2,31,0,0,0
9283-LZQOH,Month-to-month,Fiber optic,Credit card (automatic),74.4000,896.7500,3,13,1,0,1
7079-QRCBC,Month-to-month,Fiber optic,Electronic check,98.7500,2407.3000,2,24,1,0,1
9495-SKLKD,Month-to-month,Fiber optic,Bank transfer (automatic),95.9500,4456.6500,2,45,1,0,0
6048-UWKAL,Two year,Fiber optic,Credit card (automatic),105.4000,6998.9500,2,69,0,1,0
5067-DGXLL,Month-to-month,No,Mailed check,20.2500,36.8000,0,2,0,0,0
5469-CTCWN,One year,Fiber optic,Electronic check,106.0000,6547.7000,2,61,1,0,1
9851-QXEEQ,Month-to-month,Fiber optic,Electronic check,104.7000,4346.4000,2,41,1,0,1
6281-FKEWS,One year,DSL,Electronic check,49.0500,2265.0000,2,44,1,0,0
8898-KASCD,One year,DSL,Mailed check,35.5500,1309.1500,1,39,0,0,0
9242-TKFSV,Two year,DSL,Credit card (automatic),65.1000,4754.3000,0,72,1,0,0
